id_cliente,tipo_pessoa,tipo_imovel,quantidade_equipamentos,diversidade_equipamentos,horas_uso_diario_media,dias_uso_mes_media,faixa_uso_diario,faixa_dias_uso,qtd_banheiro,qtd_climatizacao,qtd_cozinha,qtd_entretenimento,qtd_iluminacao,qtd_industrial,qtd_limpeza,qtd_ti,consumo_total_kwh
973,PJ,Residencial,9,5,9.22,18.6,Alto,Frequente,0,2,4,2,0,0,0,1,667.2750000000001
974,PF,Residencial,11,5,7.4799999999999995,23.2,Medio,Frequente,3,2,3,0,0,0,0,3,3418.89
975,PF,Residencial,16,8,7.425,23.125,Medio,Frequente,2,3,7,2,0,0,0,2,3003.8559999999998
976,PF,Industrial,20,3,5.233333333333333,27.666666666666668,Medio,Constante,0,2,0,0,13,0,0,5,2517.2799999999997
977,PF,Residencial,13,8,6.8125,24.75,Medio,Frequente,2,0,10,0,0,0,1,0,1652.688
978,PF,Residencial,13,7,10.171428571428573,20.428571428571427,Alto,Frequente,4,3,3,0,0,0,0,3,5131.836
979,PF,Comercial,46,6,7.55,20.833333333333332,Medio,Frequente,0,5,13,0,10,0,0,18,5749.46
980,PF,Comercial,32,6,6.283333333333334,20.333333333333332,Medio,Frequente,0,2,16,6,6,0,0,2,1590.3
981,PF,Residencial,14,8,8.275,22.125,Alto,Frequente,3,4,6,0,0,0,0,1,4382.41
982,PJ,Comercial,51,7,7.128571428571428,24.857142857142858,Medio,Frequente,0,3,17,13,10,0,0,8,3524.435
983,PF,Residencial,11,6,7.0,24.0,Medio,Frequente,0,2,5,1,0,0,0,3,1182.6480000000001
984,PF,Residencial,11,5,9.16,23.4,Alto,Frequente,2,6,1,0,0,0,2,0,3370.76
985,PJ,Residencial,7,5,10.059999999999999,20.0,Alto,Frequente,1,1,3,2,0,0,0,0,1499.7959999999998
986,PF,Residencial,12,6,10.75,22.333333333333332,Alto,Frequente,1,3,6,2,0,0,0,0,2292.2960000000003
987,PF,Comercial,40,6,9.15,18.5,Alto,Frequente,0,2,12,2,6,0,0,18,4128.9839999999995
988,PF,Residencial,17,7,7.0,24.0,Medio,Frequente,2,6,6,3,0,0,0,0,5260.616
989,PF,Residencial,6,3,10.533333333333333,18.0,Alto,Frequente,2,0,2,0,0,0,2,0,1276.6680000000001
990,PJ,Comercial,40,5,11.48,23.0,Alto,Frequente,0,12,7,14,4,0,0,3,5443.135
991,PF,Comercial,57,5,6.0,22.0,Medio,Frequente,0,21,23,13,0,0,0,0,2072.2960000000003
992,PF,Residencial,8,3,9.1,20.666666666666668,Alto,Frequente,0,3,2,3,0,0,0,0,1233.54
993,PF,Comercial,48,7,10.057142857142859,23.571428571428573,Alto,Frequente,0,16,15,11,4,0,0,2,3951.2400000000002
994,PF,Residencial,7,3,11.4,23.666666666666668,Alto,Frequente,3,2,0,2,0,0,0,0,5934.990000000001
995,PF,Comercial,38,5,7.12,23.6,Medio,Frequente,0,13,7,0,5,0,0,13,6715.200000000001
996,PF,Comercial,43,8,7.225,24.75,Medio,Frequente,0,16,13,4,3,0,0,7,4388.94
997,PJ,Industrial,27,5,9.08,24.0,Alto,Frequente,0,2,0,0,13,2,0,10,12661.8
998,PF,Residencial,11,6,9.783333333333333,22.0,Alto,Frequente,0,1,8,2,0,0,0,0,1042.75
999,PJ,Residencial,14,6,7.383333333333333,23.833333333333332,Medio,Frequente,5,0,8,1,0,0,0,0,6545.08
1000,PF,Residencial,10,5,5.94,20.6,Medio,Frequente,0,2,5,3,0,0,0,0,541.5360000000001
